source,target,distance_km
8552,6669,0.108219
8552,14544,0.125172
8552,15666,0.182955
8552,7771,0.208584
8553,17365,0.011119
8553,9471,0.143438
8553,5416,0.153514
8553,16906,0.159826
8553,15521,0.182847
8554,18019,0.075749
8554,10004,0.108041
8554,13561,0.168867
8554,9430,0.193439
8554,14306,0.225884
8555,19222,0.224262
8555,19880,0.280614
8555,13000,0.329138
8555,8597,0.376266
8555,11840,0.411432
8556,6123,0.011119
8556,15997,0.078216
8556,17153,0.100371
8556,16776,0.143472
8556,13629,0.151616
8557,6016,0.044478
8557,11319,0.081892
8557,18742,0.100223
8557,18998,0.149992
8557,19692,0.163783
8558,8558,0.0
8558,9558,0.074797
8558,3971,0.088956
8558,17182,0.122314
8558,9268,0.152968
8559,15213,0.078161
8559,7911,0.088956
8559,10834,0.151501
8559,769,0.16282
8559,12501,0.164039
8560,9950,0.203511
8560,9781,0.208884
8560,827,0.224845
8560,9995,0.287763
8560,4867,0.306519
8561,12603,0.074837
8561,2899,0.074837
8561,8839,0.150086
8561,19246,0.152988
8561,11882,0.168702
8562,5610,0.111195
8562,6421,0.125065
8562,5275,0.143482
8562,2770,0.144553
8562,12174,0.150016
8563,9452,0.075312
8563,4375,0.087465
8563,19947,0.100613
8563,19602,0.134299
8563,9317,0.150623
8564,18066,0.011119
8564,14321,0.022239
8564,3618,0.055597
8564,12226,0.133434
8564,12317,0.134106
8565,16183,0.011119
8565,9252,0.108297
8565,6861,0.116545
8565,16442,0.116545
8565,4673,0.125239
8566,14744,0.0781
8566,20087,0.087082
8566,19023,0.150147
8566,18384,0.150147
8566,15602,0.151377
8567,8567,0.0
8567,3520,0.151209
8567,11288,0.162752
8567,681,0.208004
8567,8879,0.255804
8568,8567,0.0
8568,3520,0.151209
8568,11288,0.162752
8568,681,0.208004
8568,8879,0.255804
8569,7527,0.088956
8569,16907,0.155673
8569,4415,0.172769
8569,11458,0.21609
8569,11457,0.21609
8570,11869,0.153348
8570,3682,0.159668
8570,3335,0.180051
8570,8356,0.186459
8570,15518,0.200151
8571,16637,0.150598
8571,2522,0.201206
8571,19142,0.201209
8571,10091,0.224723
8571,5887,0.232638
8572,14426,0.044478
8572,4489,0.087108
8572,3174,0.100075
8572,8618,0.108018
8572,11142,0.124998
8573,2324,0.075199
8573,4958,0.187039
8573,4230,0.193856
8573,12588,0.233509
8573,2557,0.287979
8574,16198,0.309421
8574,1723,0.680244
8574,9629,1.457856
8574,16762,1.536316
8574,7981,1.539912
8575,6156,0.225473
8575,5749,0.228738
8575,17273,0.232439
8575,4398,0.312107
8575,366,0.607017
8576,17505,0.13398
8576,12405,0.277987
8576,10852,0.359781
8576,919,0.393215
8576,854,0.516255
8577,2322,0.077836
8577,16191,0.108137
8577,9606,0.116397
8577,3485,0.122314
8577,6781,0.125101
8578,1339,0.377497
8578,5408,0.387195
8578,10522,0.3929
8578,16166,0.407724
8578,8938,1.590897
8579,13872,0.088956
8579,6182,0.122314
8579,15273,0.152999
8579,10707,0.182821
8579,11860,0.186497
8580,13157,0.011119
8580,11413,0.082394
8580,289,0.100075
8580,8980,0.125264
8580,8713,0.153234
8581,14020,0.093421
8581,7434,0.134166
8581,12587,0.193103
8581,14621,0.200151
8581,13500,0.224213
8582,10125,0.011119
8582,7621,0.122314
8582,17919,0.162869
8582,15432,0.164237
8582,5464,0.233509
8583,11926,0.087291
8583,13202,0.155673
8583,5697,0.172845
8583,949,0.193117
8583,7673,0.256382
8584,8360,0.022239
8584,9109,0.074957
8584,10440,0.075777
8584,15897,0.082044
8584,13498,0.111195
8585,4444,0.08184
8585,5482,0.133975
8585,1382,0.168519
8585,1381,0.168519
8585,2824,0.172682
8586,4831,0.108125
8586,10619,0.376729
8586,10523,0.402134
8586,10493,0.406264
8586,1349,0.430515
8587,9739,0.226154
8587,13628,0.235788
8587,6902,0.377579
8587,1995,0.478353
8587,11389,0.586411
8588,4364,0.116465
8588,15679,0.232269
8588,13238,0.33272
8588,9385,0.522477
8588,9384,0.522477
8589,15875,0.149627
8589,939,0.174074
8589,5676,0.20048
8589,15750,0.208047
8589,14579,0.22407
8590,4001,0.077836
8590,12975,0.116203
8590,12976,0.116203
8590,12832,0.153207
8590,14673,0.159533
8591,6450,0.077836
8591,15106,0.108183
8591,17340,0.108183
8591,15350,0.122314
8591,14394,0.177912
8592,1181,0.022239
8592,2448,0.078514
8592,19647,0.169523
8592,19705,0.187199
8592,11217,0.203477
8593,8593,0.0
8593,20157,0.044478
8593,2232,0.074878
8593,12706,0.075699
8593,11066,0.075699
8594,17932,0.087031
8594,18506,0.088956
8594,1308,0.150027
8594,15339,0.166792
8594,14134,0.172714
8595,12789,0.081868
8595,12033,0.224564
8595,7429,0.385963
8595,15457,0.468582
8595,9027,0.531658
8596,3043,0.082505
8596,14241,0.155673
8596,11234,0.15734
8596,9238,0.224937
8596,1062,0.226656
8597,11840,0.177912
8597,415,0.180685
8597,13921,0.187073
8597,15759,0.228113
8597,14913,0.267987
8598,17590,0.087158
8598,10019,0.172778
8598,11454,0.246127
8598,4866,0.298666
8598,15936,0.328169
8599,3018,0.078135
8599,4538,0.172755
8599,1059,0.182839
8599,14418,0.200617
8599,16939,0.245229
8600,17447,0.0
8600,19020,0.075745
8600,1285,0.15026
8600,20425,0.15303
8600,19825,0.15303
8601,4004,0.567894
8601,11474,0.590834
8601,5459,0.605005
8601,14300,0.650209
8601,17776,0.672875
8602,18488,0.066717
8602,9977,0.162977
8602,18554,0.172916
8602,14159,0.203467
8602,7661,0.22239
8603,3192,0.077979
8603,11279,0.13398
8603,8901,0.186303
8603,13307,0.21582
8603,12239,0.228591
8604,4561,0.087247
8604,16058,0.116391
8604,3523,0.151755
8604,9074,0.153777
8604,17657,0.155673
8605,3108,0.082056
8605,7983,0.087171
8605,791,0.30316
8605,1066,0.394303
8605,2543,0.418196
8606,4184,0.100514
8606,8789,0.232291
8606,12291,0.232291
8606,6752,0.277733
8606,5664,0.378063
8607,17896,0.0
8607,11359,0.193113
8607,11791,0.200912
8607,11790,0.200912
8607,7799,0.225302
8608,8686,0.175065
8608,10431,0.25059
8608,746,0.27796
8608,17107,0.325086
8608,9743,0.33441
8609,18549,0.153008
8609,5291,0.153429
8609,8537,0.159746
8609,11021,0.180119
8609,5294,0.203321
8610,11862,0.044478
8610,9026,0.144553
8610,8751,0.15054
8610,4282,0.156579
8610,13689,0.164287
8611,16676,0.782926
8611,12460,1.011449
8611,10450,1.019508
8611,8109,1.264373
8611,545,1.298191
8612,11170,0.0
8612,14607,0.022239
8612,12648,0.077836
8612,5007,0.144553
8612,5006,0.144553
8613,11360,0.134319
8613,6851,0.193209
8613,75,0.306478
8613,1524,0.355765
8613,11312,0.425417
8614,9704,0.100301
8614,16416,0.150201
8614,13832,0.153458
8614,14329,0.159773
8614,16531,0.234662
8615,2798,0.033358
8615,6717,0.632306
8615,19762,0.63395
8615,4802,0.700528
8615,4775,0.784587
8616,8138,0.250518
8616,11305,0.302136
8616,13925,0.339158
8616,5786,0.396666
8616,12633,0.576024
8617,3197,0.187138
8617,1760,0.287229
8617,8684,0.325945
8617,17890,0.355824
8617,6365,0.374582
8618,597,0.093276
8618,20349,0.100302
8618,16728,0.108017
8618,8572,0.108018
8618,4489,0.122314
8619,1472,0.093644
8619,14455,0.157134
8619,8085,0.164815
8619,18309,0.233162
8619,4894,0.277302
8620,11040,0.075395
8620,807,0.108365
8620,2038,0.157212
8620,6820,0.17297
8620,746,0.203512
8621,16324,0.087055
8621,14144,0.093228
8621,3250,0.111195
8621,998,0.159662
8621,17723,0.159663
8622,13858,0.151098
8622,670,0.160618
8622,19733,0.164797
8622,6776,0.180893
8622,10301,0.234807
8623,12148,0.208848
8623,4653,0.232846
8623,3285,0.251974
8623,6040,0.28097
8623,16487,0.345919
8624,4962,0.322465
8624,2388,1.337624
8624,20221,1.616965
8624,5499,1.66331
8624,17195,1.725407
8625,5054,0.022239
8625,9913,0.100075
8625,1476,0.180122
8625,17132,0.216016
8625,11973,0.245928
8626,5684,0.011119
8626,7127,0.078176
8626,10448,0.182857
8626,6129,0.22425
8626,15330,0.30608
8627,10077,0.011119
8627,4807,0.011119
8627,10003,0.022239
8627,8498,0.033358
8627,5081,0.066717
8628,11406,0.182808
8628,2314,0.200499
8628,2869,0.225573
8628,9648,0.244629
8628,203,0.245773
8629,17324,0.193092
8629,14432,0.310116
8629,11773,0.32851
8629,13680,0.432485
8629,16453,0.456955
8630,18582,0.033358
8630,6977,0.055597
8630,1952,0.074816
8630,15126,0.087039
8630,5589,0.093212
8631,9889,0.124988
8631,6438,0.200151
8631,2912,0.249974
8631,15764,0.255832
8631,13961,0.277987
8632,1344,0.066717
8632,9959,0.077836
8632,18640,0.100075
8632,11701,0.100075
8632,19124,0.116441
8633,12287,0.189031
8633,16754,0.21127
8633,5354,0.329535
8633,10094,0.379263
8633,17750,0.460647
8634,15673,0.169455
8634,10450,0.968048
8634,193,1.074589
8634,16676,1.148802
8634,2494,1.215912
8635,11242,0.077836
8635,18523,0.093249
8635,4969,0.143405
8635,2561,0.172738
8635,13276,0.182822
8636,14550,0.075338
8636,2661,0.151086
8636,10588,0.187262
8636,7836,0.224301
8636,18357,0.224301
8637,13440,0.044478
8637,3588,0.267489
8637,16808,0.311346
8637,936,0.312996
8637,136,0.333089
8638,12403,0.066717
8638,7535,0.100266
8638,16972,0.134039
8638,9693,0.156162
8638,16595,0.163889
8639,2921,0.134096
8639,10381,0.193466
8639,16414,0.193469
8639,2965,0.232639
8639,17446,0.237935
8640,7219,0.022239
8640,13273,0.134007
8640,14055,0.166792
8640,2768,0.18638
8640,2977,0.224366
8641,851,0.033358
8641,19961,0.044478
8641,20410,0.055597
8641,2645,0.055597
8641,4408,0.093429
8642,8966,0.193769
8642,95,0.208524
8642,13072,0.242349
8642,3157,0.296638
8642,14281,0.402617
8643,2225,0.14366
8643,6941,0.160629
8643,4149,0.174995
8643,11515,0.174997
8643,3676,0.234808
8644,18183,0.093395
8644,17054,0.144553
8644,11104,0.224202
8644,12389,0.241367
8644,11981,0.255748
8645,7525,0.230127
8645,16770,0.235439
8645,14028,0.296756
8645,2188,0.300226
8645,7711,0.325944
8646,8681,0.011119
8646,17266,0.143363
8646,19293,0.163767
8646,5053,0.203285
8646,18511,0.255803
8647,13880,0.293634
8647,5206,0.316142
8647,5155,0.449522
8647,2717,0.522616
8647,11387,0.600104
8648,14681,0.107977
8648,4310,0.124962
8648,4421,0.155673
8648,13371,0.182811
8648,10874,0.200513
8649,3826,0.087286
8649,3688,0.087286
8649,1557,0.153118
8649,2266,0.177912
8649,12449,0.213777
8650,5136,0.044478
8650,18322,0.108214
8650,1303,0.25931
8650,12109,0.524093
8650,19007,0.545747
8651,15065,0.216229
8651,6426,0.273689
8651,6790,0.305247
8651,14092,0.308717
8651,18767,0.375242
8652,3748,0.461257
8652,12159,0.559093
8652,5819,0.874712
8652,14713,0.938535
8652,16802,0.955598
8653,12772,0.174043
8653,12776,0.203291
8653,9396,0.232443
8653,18046,0.245196
8653,10289,0.245196
8654,6655,0.033358
8654,3148,0.077836
8654,7856,0.0934
8654,11728,0.093401
8654,9651,0.100418
8655,1002,0.116386
8655,13573,0.151738
8655,2236,0.180401
8655,10278,0.241378
8655,7812,0.261717
8656,10631,0.111195
8656,13248,0.169127
8656,8076,0.259194
8656,9112,0.277227
8656,7566,0.294039
8657,14474,0.044478
8657,8746,0.075744
8657,13591,0.075744
8657,3799,0.166792
8657,4568,0.225867
8658,5769,0.144553
8658,186,0.177912
8658,11638,0.21127
8658,435,0.232773
8658,6777,0.232773
8659,7720,0.088956
8659,4420,0.11643
8659,8711,0.164383
8659,3400,0.186908
8659,16604,0.213782
8660,96,0.055597
8660,7264,0.116303
8660,16168,0.156303
8660,13865,0.241217
8660,10927,0.300964
8661,17910,0.0
8661,8661,0.0
8661,4307,0.011119
8661,6510,0.022239
8661,10626,0.022239
8662,17910,0.0
8662,8661,0.0
8662,4307,0.011119
8662,6510,0.022239
8662,10626,0.022239
8663,6183,0.033358
8663,10532,0.066717
8663,1837,0.075897
8663,11337,0.100075
8663,12260,0.108144
8664,6770,0.224394
8664,2918,0.232448
8664,927,0.309403
8664,2761,0.325516
8664,17173,0.352726
8665,2230,0.075141
8665,12936,0.093473
8665,12935,0.093473
8665,3391,0.108188
8665,15123,0.125144
8666,4628,0.075993
8666,789,0.174696
8666,15267,0.268443
8666,2274,0.302546
8666,7533,0.316919
8667,14776,0.0
8667,8668,0.0
8667,216,0.15703
8667,13670,0.233095
8667,16350,0.245349
8668,14776,0.0
8668,8668,0.0
8668,216,0.15703
8668,13670,0.233095
8668,16350,0.245349
8669,7739,0.152097
8669,19458,0.216503
8669,11996,0.228147
8669,18591,0.238738
8669,15641,0.259374
8670,11318,0.078418
8670,4272,0.087368
8670,587,0.125179
8670,6516,0.133434
8670,2369,0.143581
8671,10329,0.156249
8671,13517,0.19338
8671,3783,0.234373
8671,34,0.258979
8671,15793,0.323582
8672,11987,0.075797
8672,3925,0.077836
8672,16714,0.078205
8672,11542,0.100362
8672,17225,0.111195
8673,9011,0.044478
8673,2354,0.066717
8673,8951,0.153034
8673,8372,0.156328
8673,5753,0.159846
8674,17575,0.100465
8674,8187,0.162903
8674,5620,0.189031
8674,15619,0.193722
8674,18151,0.232852
8675,975,0.250504
8675,1613,0.293463
8675,15814,0.355497
8675,8843,0.39631
8675,12790,0.446998
8676,2757,0.066717
8676,9434,0.093371
8676,16627,0.134132
8676,18405,0.150026
8676,14443,0.172804
8677,17975,0.172918
8677,14318,0.301113
8677,5436,0.301933
8677,19388,0.341973
8677,12773,0.367842
8678,11863,0.201395
8678,2162,0.651513
8678,531,0.671419
8678,2791,0.939319
8678,10113,1.185913
8679,13619,0.309024
8679,15779,0.374565
8679,15272,0.407299
8679,4190,0.421275
8679,1654,0.424919
8680,1250,0.011119
8680,13225,0.151086
8680,5912,0.160606
8680,16660,0.172945
8680,7062,0.183018
8681,8646,0.011119
8681,17266,0.15296
8681,19293,0.168604
8681,5053,0.213664
8681,18511,0.266457
8682,9851,0.088956
8682,9659,0.18293
8682,18658,0.186915
8682,9896,0.224229
8682,16644,0.224229
8683,14086,0.088956
8683,7434,0.169123
8683,8581,0.294038
8683,12587,0.300498
8683,13500,0.301114
8684,1760,0.044478
8684,6365,0.108274
8684,14014,0.150527
8684,1579,0.154179
8684,17890,0.16465
8685,14891,0.033358
8685,12754,0.100075
8685,898,0.116391
8685,9898,0.143507
8685,15182,0.143508
8686,10431,0.111195
8686,746,0.144553
8686,17107,0.163032
8686,8608,0.175065
8686,17002,0.187349
8687,7639,0.066717
8687,3220,0.082221
8687,18427,0.100491
8687,20020,0.100491
8687,3292,0.160253
8688,9051,0.15235
8688,3147,0.325022
8688,13958,0.765322
8688,2839,0.778364
8688,8520,1.049239
8689,1619,0.078033
8689,5511,0.100075
8689,2535,0.189031
8689,11440,0.21367
8689,7407,0.286361
8690,4938,0.011119
8690,332,0.201005
8690,7025,0.224539
8690,19597,0.391924
8690,16709,0.461961
8691,11660,0.066717
8691,12554,0.087213
8691,4413,0.100075
8691,915,0.100395
8691,12213,0.116366
8692,974,0.075326
8692,4207,0.134307
8692,11166,0.163002
8692,2540,0.213856
8692,10165,0.232717
8693,6454,0.143443
8693,16903,0.200151
8693,11447,0.244629
8693,16078,0.255848
8693,11994,0.304853
8694,10531,0.108029
8694,1302,0.153492
8694,10589,0.237831
8694,14217,0.277987
8694,2084,0.301496
8695,3461,0.093279
8695,5024,0.193034
8695,5735,0.224153
8695,13352,0.23147
8695,1158,0.286847
8696,10967,0.081952
8696,18005,0.150124
8696,7580,0.151354
8696,4305,0.152997
8696,13323,0.159703
8697,3657,0.160528
8697,16618,0.737739
8697,7791,0.746767
8697,809,0.795275
8697,10783,0.814933
8698,622,0.033358
8698,1184,0.133434
8698,15104,0.150499
8698,4518,0.155673
8698,10087,0.160054
8699,578,0.074769
8699,2228,0.286294
8699,13654,0.309397
8699,7751,0.359865
8699,3264,0.363595
8700,10406,0.077836
8700,6137,0.143409
8700,10959,0.144553
8700,14634,0.15015
8700,16109,0.163928
8701,3737,0.693917
8701,13958,0.732116
8701,17938,0.799186
8701,8167,0.805121
8701,10533,0.884174
8702,13103,0.075042
8702,9229,0.100411
8702,8825,0.134147
8702,16843,0.153746
8702,7360,0.169066
8703,11771,0.066717
8703,8144,0.075852
8703,5579,0.164227
8703,14698,0.244629
8703,16421,0.386176
8704,8704,0.0
8704,6610,0.077836
8704,386,0.10027
8704,13407,0.134042
8704,8136,0.150116
8705,1598,0.066717
8705,17935,0.153261
8705,994,0.154433
8705,11120,0.180974
8705,17,0.20135
8706,1539,0.022239
8706,1231,0.108291
8706,14376,0.108291
8706,20421,0.174889
8706,20310,0.244629
8707,2122,0.315607
8707,11849,0.357315
8707,7653,0.360076
8707,16766,0.374313
8707,16751,0.455899
8708,800,0.078246
8708,434,0.224195
8708,7563,0.255748
8708,8334,0.300902
8708,6981,0.315892
8709,12630,0.07605
8709,3037,0.160408
8709,17535,0.201107
8709,5929,0.22815
8709,2156,0.235352
8710,8419,0.044478
8710,16138,0.078611
8710,11979,0.078611
8710,549,0.100679
8710,18233,0.10068
8711,3400,0.044478
8711,15161,0.082191
8711,16599,0.150645
8711,7720,0.151871
8711,8659,0.164383
8712,16960,0.0
8712,5614,0.0
8712,7272,0.289107
8712,18604,0.465885
8712,9947,0.489121
8713,16660,0.076156
8713,8580,0.153234
8713,8980,0.154329
8713,13157,0.163008
8713,12127,0.164791
8714,2617,0.07615
8714,8252,0.076151
8714,10216,0.111195
8714,14664,0.143652
8714,7317,0.180875
8715,7659,0.15749
8715,1087,0.224369
8715,18258,0.225043
8715,17081,0.241989
8715,6866,0.250771
8716,8968,0.164724
8716,15286,0.234793
8716,2450,0.349647
8716,11822,0.417505
8716,4886,0.469585
8717,12400,0.172681
8717,11577,0.173929
8717,11233,0.17987
8717,3927,0.228562
8717,15145,0.245512
8718,9272,0.600273
8718,6613,0.798348
8718,12740,0.98067
8718,11502,0.981682
8718,16528,1.00087
8719,2728,0.08744
8719,6240,0.160502
8719,10980,0.182995
8719,6097,0.224282
8719,814,0.316958
8720,4582,0.055597
8720,13287,0.055597
8720,2020,0.100075
8720,1321,0.100075
8720,12481,0.151333
8721,11109,0.044478
8721,11191,0.111195
8721,13834,0.151152
8721,11985,0.173971
8721,19843,0.17991
8722,8052,0.093631
8722,320,0.166792
8722,14646,0.183018
8722,5070,0.384726
8722,9411,0.39275
8723,6684,0.055597
8723,9975,0.100075
8723,18566,0.151343
8723,12349,0.152994
8723,3995,0.15969
8724,11067,0.133434
8724,12426,0.133434
8724,16131,0.164229
8724,19461,0.193087
8724,11596,0.200151
8725,17247,0.0
8725,19691,0.082154
8725,16544,0.087262
8725,12475,0.116402
8725,14192,0.153105
8726,11685,0.066717
8726,4252,0.087386
8726,392,0.160386
8726,19550,0.172894
8726,6833,0.187073
8727,19290,0.075665
8727,18727,0.075665
8727,3419,0.081941
8727,20103,0.093234
8727,18693,0.150099
8728,2985,0.011119
8728,646,0.055597
8728,9225,0.116625
8728,9118,0.15247
8728,11070,0.153273
8729,20268,0.162869
8729,3756,0.189031
8729,15504,0.225383
8729,15616,0.234788
8729,12426,0.391308
8730,10195,0.153149
8730,4972,0.245177
8730,1187,0.29977
8730,17011,0.40921
8730,10720,0.44915
8731,4645,0.208612
8731,15713,0.228071
8731,17594,0.316802
8731,3316,0.331119
8731,4404,0.365929
8732,3617,0.077836
8732,16975,0.108179
8732,7578,0.144553
8732,1052,0.15313
8732,2792,0.164404
8733,5002,0.0
8733,8342,0.100075
8733,650,0.149688
8733,11052,0.16278
8733,15315,0.174126
8734,17259,0.087015
8734,7450,0.16862
8734,18095,0.203288
8734,20363,0.237484
8734,15668,0.300226
8735,18272,0.082164
8735,2645,0.125112
8735,7784,0.150175
8735,4722,0.150586
8735,8641,0.172835
8736,11879,0.066717
8736,4055,0.108303
8736,3947,0.262381
8736,2665,0.355905
8736,9057,0.374591
8737,14332,0.143506
8737,14601,0.143506
8737,1398,0.174488
8737,17718,0.261732
8737,7767,0.296549
8738,3239,0.022239
8738,17987,0.152178
8738,10580,0.160483
8738,1172,0.160483
8738,1945,0.162978
8739,5017,0.074793
8739,9803,0.077836
8739,12122,0.111195
8739,17532,0.15123
8739,13369,0.156059
8740,12331,0.594128
8740,13528,0.671521
8740,7028,0.678265
8740,9053,0.711361
8740,12077,0.725172
8741,12025,0.134195
8741,7305,0.143544
8741,9045,0.156697
8741,12913,0.16291
8741,18869,0.186924
8742,17047,0.066717
8742,5403,0.108296
8742,3949,0.203475
8742,17549,0.268183
8742,13435,0.29455
8743,3867,0.055597
8743,13050,0.100798
8743,4038,0.134437
8743,7467,0.153342
8743,7255,0.209125
8744,11975,0.116412
8744,5712,0.150179
8744,18881,0.245286
8744,17385,0.26835
8744,12972,0.273827
8745,3563,0.055597
8745,1923,0.055597
8745,14543,0.077836
8745,16763,0.088956
8745,19502,0.111195
8746,13591,0.0
8746,8657,0.075744
8746,14474,0.093299
8746,4568,0.150258
8746,3799,0.193045
8747,913,0.133984
8747,1803,0.162736
8747,6296,0.163709
8747,11508,0.173963
8747,15202,0.213653
8748,15321,0.100479
8748,10092,0.134199
8748,13228,0.162913
8748,15969,0.182934
8748,20297,0.200959
8749,2351,0.088956
8749,1778,0.088956
8749,9816,0.172711
8749,1552,0.186401
8749,15167,0.208028
8750,1718,0.066717
8750,13153,0.082123
8750,16642,0.100411
8750,5593,0.134148
8750,2129,0.150085
8751,4282,0.033358
8751,13689,0.077836
8751,7638,0.087252
8751,8610,0.15054
8751,11862,0.15379
8752,385,0.374646
8752,7324,0.539245
8752,18319,0.675272
8752,2621,0.974263
8752,12791,0.9931
8753,2313,0.144553
8753,1336,0.200436
8753,4405,0.233509
8753,759,0.348043
8753,15268,0.499714
8754,4140,0.011119
8754,19769,0.111195
8754,18648,0.124953
8754,19709,0.134024
8754,18747,0.208058
8755,9778,0.15212
8755,265,0.39918
8755,7248,0.457613
8755,10099,0.508717
8755,14212,0.527862
8756,19390,0.186898
8756,6292,0.193117
8756,19096,0.216335
8756,1214,0.242252
8756,20092,0.259234
8757,1850,0.365789
8757,10098,0.383166
8757,14315,0.402059
8757,1707,0.407274
8757,10095,0.425235
8758,9963,0.322465
8758,999,0.396326
8758,6666,0.407252
8758,12059,0.419568
8758,17232,0.689534
8759,13728,0.07536
8759,8958,0.088956
8759,16135,0.144553
8759,10337,0.15113
8759,2949,0.172954
8760,2312,0.07558
8760,9588,0.093165
8760,4081,0.122314
8760,5199,0.133989
8760,1085,0.152948
8761,4973,0.022239
8761,7072,0.100075
8761,12861,0.193123
8761,12606,0.233509
8761,17304,0.234736
8762,17003,0.033358
8762,7978,0.108037
8762,14288,0.162816
8762,3606,0.302975
8762,14370,0.418188
8763,14205,0.033358
8763,5197,0.12506
8763,15470,0.12506
8763,1854,0.156455
8763,9828,0.266518
8764,13159,0.16959
8764,17472,0.22628
8764,16137,0.314196
8764,18357,0.377333
8764,7836,0.377333
8765,4626,0.081949
8765,2319,0.10027
8765,13869,0.193016
8765,18539,0.193318
8765,10658,0.200151
8766,15681,0.108004
8766,2547,0.108004
8766,11549,0.144553
8766,8171,0.150163
8766,9777,0.151394
8767,16399,0.087109
8767,8254,0.149795
8767,20349,0.162804
8767,9014,0.16398
8767,597,0.172753
8768,14661,0.13409
8768,11837,0.149878
8768,4624,0.168886
8768,16156,0.193452
8768,6244,0.224168
8769,17396,0.011119
8769,3828,0.116271
8769,872,0.122314
8769,9535,0.134052
8769,6931,0.150157
8770,6236,0.022239
8770,7925,0.149705
8770,14632,0.293531
8770,12028,0.300226
8770,16512,0.306751
8771,14315,0.066717
8771,10098,0.133434
8771,1130,0.134143
8771,17205,0.177912
8771,8330,0.244629
8772,5381,0.033358
8772,9927,0.075854
8772,14658,0.15048
8772,5254,0.21623
8772,701,0.224199
8773,17358,0.033358
8773,4411,0.266868
8773,10117,0.300226
8773,20242,0.320192
8773,19230,0.320192
8774,1485,0.152945
8774,2585,0.266449
8774,620,0.305887
8774,8376,0.340141
8774,8549,0.34538
8775,8866,0.081981
8775,16744,0.108013
8775,17039,0.151417
8775,18623,0.216023
8775,6174,0.366943
8776,8777,0.0
8776,4684,0.226409
8776,14446,0.251997
8776,17866,0.302333
8776,11185,0.306508
8777,8777,0.0
8777,4684,0.226409
8777,14446,0.251997
8777,17866,0.302333
8777,11185,0.306508
8778,13105,0.116348
8778,4794,0.149983
8778,11409,0.153648
8778,4926,0.255748
8778,7462,0.266516
8779,7966,0.077836
8779,12594,0.093427
8779,16834,0.100443
8779,11427,0.111195
8779,7903,0.111195
8780,14137,0.156897
8780,7755,0.160405
8780,1980,0.224265
8780,16929,0.22463
8780,5336,0.259373
8781,14008,0.18301
8781,3499,0.455242
8781,3490,0.882601
8781,11518,1.174905
8781,9943,1.206991
8782,15813,0.078084
8782,6749,0.107986
8782,2530,0.116257
8782,13126,0.13404
8782,5825,0.152994
8783,18657,0.07481
8783,3955,0.087033
8783,14146,0.36001
8783,5949,0.3663
8783,2722,0.451058
8784,1948,0.075003
8784,1519,0.075003
8784,7753,0.177912
8784,17528,0.213742
8784,1990,0.38301
8785,12914,0.022239
8785,16430,0.022239
8785,10408,0.055597
8785,14017,0.07481
8785,794,0.075632
8786,15190,0.10808
8786,16330,0.162845
8786,10034,0.224182
8786,16294,0.231721
8786,10267,0.232685
8787,2000,0.0
8787,6244,0.075762
8787,2782,0.087146
8787,4624,0.122314
8787,9092,0.172773
8788,12764,0.077836
8788,3330,0.125074
8788,13335,0.143489
8788,19076,0.143489
8788,15516,0.143489
8789,6752,0.193145
8789,8606,0.232291
8789,8345,0.26657
8789,4184,0.324642
8789,6079,0.349413
8790,7164,0.495008
8790,9007,0.498375
8790,4022,0.543246
8790,5125,0.59747
8790,14565,0.677147
8791,17661,0.122314
8791,2335,0.162936
8791,4430,0.256585
8791,4862,0.341003
8791,1630,0.343889
8792,11218,0.033358
8792,11792,0.075144
8792,10318,0.077836
8792,3439,0.166792
8792,6852,0.180561
8793,6348,0.078213
8793,16294,0.133434
8793,10831,0.134116
8793,15190,0.149971
8793,14267,0.150382
8794,15334,0.078304
8794,4363,0.093423
8794,11372,0.116404
8794,10232,0.15382
8794,11398,0.20088
8795,15570,0.075884
8795,9424,0.082143
8795,15030,0.122314
8795,28,0.143512
8795,18230,0.153099
8796,9022,0.149967
8796,17519,0.168598
8796,15306,0.17995
8796,10562,0.277987
8796,6472,0.374485
8797,10767,0.162781
8797,7867,0.200532
8797,11246,0.224136
8797,19391,0.23765
8797,17449,0.249939
8798,8813,0.389302
8798,8814,0.389302
8798,12802,0.393625
8798,7130,0.726674
8798,6889,0.914427
8799,8332,0.055597
8799,528,0.225877
8799,7819,0.234473
8799,14160,0.241225
8799,14140,0.293696
8800,667,0.166792
8800,4769,0.180315
8800,12850,0.200151
8800,945,0.24194
8800,8835,0.28695
8801,12722,0.087247
8801,17872,0.153096
8801,7425,0.21626
8801,6673,0.224208
8801,9256,0.225176
8802,6994,0.075605
8802,10159,0.078019
8802,5830,0.08701
8802,10646,0.08701
8802,19800,0.093185
8803,9095,0.22239
8803,11749,0.259548
8803,18281,0.396709
8803,6110,0.462089
8803,10533,0.466393
8804,16767,0.151716
8804,15574,0.225117
8804,7897,0.242054
8804,8040,0.24636
8804,6626,0.273697
8805,11201,0.011119
8805,3827,0.078279
8805,2321,0.078279
8805,16046,0.078279
8805,19190,0.088956
8806,9899,0.093195
8806,13593,0.151234
8806,1565,0.153264
8806,9918,0.163793
8806,2267,0.244629
8807,8807,0.0
8807,3865,0.011119
8807,8374,0.066717
8807,14886,0.093316
8807,20411,0.116319
8808,10847,0.078046
